Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Molecular weight (g mol-1)
2450,O=c1oc2c(ccc3ccccc32)nc1-c1ccccc1,CCCCCC,398.0,459.0,3.750523910668206,0.32,4.083144143,273.29034
2451,O=c1oc2c(ccc3ccccc32)nc1-c1ccccc1,c1ccccc1,396.0,478.0,6.0,0.46,4.0923697,273.29034
2452,O=c1oc2c(ccc3ccccc32)nc1-c1ccccc1,CC#N,396.0,490.0,10.943862072512822,0.5,4.051923916,273.29034
2453,O=c1oc2c(ccc3ccccc32)nc1-c1ccccc1,CO,396.0,511.0,13.636549369852021,0.45,4.04316572,273.29034
2454,CC1=N/C(=C\c2ccncc2)C(=O)N1C,O,347.0,464.0,3.6886283908848863,0.0065,4.021189299,201.22834
2455,CN1C(=O)/C(=C/c2ccncc2)N=C1c1ccccc1,O,368.0,477.0,1.8961013713378025,0.0069,4.217483944,263.29922
2456,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccccc1,O,408.0,560.0,11.503354898831525,0.004,4.041392685,289.3371
2457,COc1ccc(/C=C/C2=N/C(=C\c3ccncc3)C(=O)N2C)cc1,O,425.0,577.0,3.336952896799562,0.0029,4.130333768,319.36298
2458,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccncc1,O,402.0,542.0,10.16728986289064,0.013,4.146128036,290.32516
2459,CC1=N/C(=C\c2ccncc2)C(=O)N1C,CCO,351.0,453.0,4.4036326653469615,0.033,4.06069784,201.22834
2460,CN1C(=O)/C(=C/c2ccncc2)N=C1c1ccccc1,CCO,377.0,477.0,13.909861301373624,0.073,4.243038049,263.29922
2461,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccccc1,CCO,411.0,550.0,1.9070596266617574,0.099,4.021189299,289.3371
2462,COc1ccc(/C=C/C2=N/C(=C\c3ccncc3)C(=O)N2C)cc1,CCO,433.0,570.0,11.431547929145214,0.0027,4.079181246,319.36298
2463,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccncc1,CCO,408.0,545.0,1.0046305100302737,0.028,4.230448921,290.32516
2464,CC1=N/C(=C\c2ccncc2)C(=O)N1C,CC#N,356.0,452.0,6.286953374327555,0.047,4.0,201.22834
2465,CN1C(=O)/C(=C/c2ccncc2)N=C1c1ccccc1,CC#N,377.0,475.0,2.7144778267525815,0.048,4.204119983,263.29922
2466,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccccc1,CC#N,408.0,550.0,8.726583628503516,0.011,4.041392685,289.3371
2467,COc1ccc(/C=C/C2=N/C(=C\c3ccncc3)C(=O)N2C)cc1,CC#N,428.0,574.0,7.7300355717569555,0.0026,4.113943352,319.36298
2468,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccncc1,CC#N,408.0,541.0,11.907031515011226,0.033,4.176091259,290.32516
2469,CC1=N/C(=C\c2ccncc2)C(=O)N1C,CCOC(C)=O,353.0,442.0,12.929794482445363,0.089,4.06069784,201.22834
2470,CN1C(=O)/C(=C/c2ccncc2)N=C1c1ccccc1,CCOC(C)=O,379.0,472.0,10.683471878961443,0.186,4.243038049,263.29922
2471,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccccc1,CCOC(C)=O,408.0,544.0,10.412151831272451,0.017,4.021189299,289.3371
2472,COc1ccc(/C=C/C2=N/C(=C\c3ccncc3)C(=O)N2C)cc1,CCOC(C)=O,423.0,566.0,4.304173205332276,0.003,4.079181246,319.36298
2473,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccncc1,CCOC(C)=O,408.0,535.0,10.196765081858768,0.041,4.204119983,290.32516
2474,CC1=N/C(=C\c2ccncc2)C(=O)N1C,C1COCCO1,357.0,439.0,4.979526159782873,0.165,4.041392685,201.22834
2475,CN1C(=O)/C(=C/c2ccncc2)N=C1c1ccccc1,C1COCCO1,379.0,471.0,9.126133721630985,0.466,4.230448921,263.29922
2476,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccccc1,C1COCCO1,411.0,546.0,8.479382115098558,0.029,4.0,289.3371
2477,COc1ccc(/C=C/C2=N/C(=C\c3ccncc3)C(=O)N2C)cc1,C1COCCO1,422.0,564.0,13.058977220788844,0.005,4.096910013,319.36298
2478,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccncc1,C1COCCO1,408.0,537.0,11.123325291750053,0.048,4.204119983,290.32516
2479,CC(C)(C)c1cc(-n2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc3c2cc(-c2ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc2)n3-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,ClCCl,398.0,586.0,0.063,0.0085,4.73239376,1143.61108
2480,CC(C)(C)c1cc(-c2cc3c(cc(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)n3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)n2-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc(C(C)(C)C)c1,ClCCl,337.0,662.0,1.6,0.0013,4.812913357,1143.61108
2481,CC(C)(C)c1cc(-n2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc3c2cc(-c2ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc2)n3-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-n2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc3c2cc(-c2ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc2)n3-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,415.0,516.0,1.5,0.77,4.682562912752861,1143.61108
2482,CC(C)(C)c1cc(-c2cc3c(cc(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)n3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)n2-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc3c(cc(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)n3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)n2-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc(C(C)(C)C)c1,392.0,468.0,19.4,0.16,2.178472559728518,1143.61108
2483,CC(C)(C)c1cc2c3cc(C(C)(C)C)c(-c4cc5cc6c7cccc8cccc(c9cc(C(C)(C)C)cc(c5cc4C(C)(C)C)c96)c87)cc3cc3c4cccc5cccc(c(c1)c23)c54,CC1CCCCC1,446.0,454.0,3.4,0.64,4.86332286,827.16452
2484,CC(C)(C)c1ccc2cc3c4cccc5cccc(c6cc(C(C)(C)C)cc(c2c1)c63)c54,CC1CCCCC1,438.0,445.0,3.6,0.74,4.591064607,414.5902
2485,B1C=Cc2ccc3ccccc3c2N1,C1CCCCC1,351.0,371.0,1.1601436735146229,0.61,3.961373628,179.0294
2486,CB1C=Cc2ccc3ccccc3c2N1,C1CCCCC1,352.0,373.0,1.5326486110703468,0.7,3.844787719,193.05628
2487,C=CB1C=Cc2ccc3ccccc3c2N1,C1CCCCC1,355.0,387.0,3.7904933716902587,0.42,3.988826407,205.06728
2488,C1=Cc2ccc3ccccc3c2NB1c1ccccc1,C1CCCCC1,360.0,383.0,8.472240949455166,0.57,4.028774527,255.12716
2489,CB1C=Cc2ccc3ccccc3c2N1c1ccccc1,C1CCCCC1,359.0,387.0,7.657422506082873,0.04,3.736715134,269.15404
2490,C1=Cc2ccc3ccccc3c2N(c2ccccc2)B1c1ccccc1,C1CCCCC1,364.0,392.0,6.054233324494881,0.04,3.792391689,331.22492
2491,C1=C(c2ccccc2)B(c2ccccc2)Nc2c1ccc1ccccc21,C1CCCCC1,365.0,396.0,7.797551109648004,0.51,4.177507642,331.22492
2492,C(#Cc1ccccc1)C1=Cc2ccc3ccccc3c2NB1c1ccccc1,C1CCCCC1,387.0,416.0,11.090005027135762,0.72,3.862965759,355.24692
2493,c1ccc(-p2c3ccccc3c3sc4ccccc4c32)cc1,ClCCl,317.0,421.0,3.57,0.24,4.45,316.36322
2494,[BH3-][P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,325.0,400.0,3.0,0.38,3.43,330.19804
2495,O=P1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,329.0,428.0,11.3,0.71,3.86,332.36222
2496,C[P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,340.0,445.0,14.8,0.36,3.42,331.39804
2497,O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,ClCCl,357.0,453.0,11.278,0.14,4.21,348.36122
2498,O=P1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,386.0,466.0,12.9,0.98,3.73,364.36022
2499,C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,395.0,483.0,12.763,0.99,4.33,363.39604
2500,CCCCCC(=O)c1ccc2c3c(sc2c1)-c1ccccc1P3(=O)c1ccccc1,ClCCl,359.0,428.0,13.660536799020418,0.15,3.94,430.50662
2501,CCCCCC(=O)c1cccc2sc3c(c12)P(=O)(c1ccccc1)c1ccccc1-3,ClCCl,359.0,427.0,4.750812801490334,0.13,5.3,430.50662
2502,O=C(c1ccc2c3c(sc2c1)-c1ccccc1P3(=O)c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,ClCCl,368.0,427.0,12.01298308230108,0.29,4.65,526.42028
2503,c1ccc(-p2c3ccccc3c3sc4ccccc4c32)cc1,c1ccc(-p2c3ccccc3c3sc4ccccc4c32)cc1,748.3906115577295,428.0,4.205312272952963,95.2 %,5.331374264724233,316.36322
2504,[BH3-][P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,[BH3-][P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,299.0482605179173,400.0,10.867508679525956,89.4 %,4.052514696107222,330.19804
2505,O=P1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,O=P1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,934.131417151946,434.0,12.941185182388487,91.9 %,5.199499059504667,332.36222
2506,C[P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,C[P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,763.901543811476,445.0,13.844534486052119,28.7 %,6.5770464179877415,331.39804
2507,O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,257.4154571183762,471.0,2.1236682076619853,69.0 %,6.517959169269592,348.36122
2508,O=P1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,O=P1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,783.4289668275992,465.0,1.6048128742145025,52.6 %,6.2453337507286495,364.36022
2509,C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,871.3845977745508,485.0,3.529967733333576,50.1 %,6.705454363911349,363.39604
2510,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCCCCC,392.0,440.0,0.89,0.089,3.431363764,340.42156
2511,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCOC(C)=O,393.0,475.0,1.5,0.101,4.06069784,340.42156
2512,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,C1COCCO1,396.0,476.0,1.66,0.108,4.155336037,340.42156
2513,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CC(C)=O,394.0,487.0,2.17,0.12,4.133538908,340.42156
2514,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CC#N,395.0,508.0,2.22,0.134,4.071882007,340.42156
2515,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CN(C)C=O,399.0,500.0,2.62,0.171,4.176091259,340.42156
2516,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CS(C)=O,401.0,510.0,3.03,0.182,4.103803721,340.42156
2517,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCCCO,400.0,516.0,0.82,0.029,4.033423755,340.42156
2518,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCCO,400.0,521.0,0.85,0.08,4.0,340.42156
2519,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCO,399.0,523.0,1.0,0.025,4.071882007,340.42156
2520,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CO,398.0,538.0,1.1,0.019,4.041392685,340.42156
2521,CN(C)CCNCc1c2ccccc2cc2ccccc12,C1CCCCC1,368.0,388.0,9.925105828139515,0.07693,3.966094779,278.39768
2522,CN(C)CCNCc1c2ccccc2cc2ccccc12,ClC(Cl)Cl,367.0,417.0,5.927142007547103,0.03153,4.232233521,278.39768
2523,CN(C)CCNCc1c2ccccc2cc2ccccc12,C1CCOC1,366.0,413.0,11.297185088212593,0.00216,3.989761188,278.39768
2524,CN(C)CCNCc1c2ccccc2cc2ccccc12,CO,364.0,388.0,13.35591947019677,0.01241,4.26073902,278.39768
2525,CN(C)CCNCc1c2ccccc2cc2ccccc12,CC(C)=O,365.0,387.0,11.565618860217446,0.0234,4.257006218,278.39768
2526,CN(C)CCNCc1c2ccccc2cc2ccccc12,CCO,366.0,410.0,3.6604809567977945,0.01793,4.235831337,278.39768
2527,CN(C)CCNCc1c2ccccc2cc2ccccc12,CC#N,365.0,389.0,13.1435207958536,0.00137,4.005866602,278.39768
2528,CN(C)CCNCc1c2ccccc2cc2ccccc12,CN(C)C=O,363.0,414.0,3.0880020431582236,0.00064,4.203902781,278.39768
2529,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C1CCCCC1,372.0,391.0,11.242231378104464,0.0001,4.281215233,444.48956
2530,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],ClCCl,394.0,393.0,1.8581564285325691,0.0057,4.338755217,444.48956
2531,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],ClC(Cl)Cl,393.0,394.0,7.531765753176803,0.0009,4.482744991,444.48956
2532,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C1CCOC1,394.0,394.0,3.2935099707337887,0.0004,4.406352797,444.48956
2533,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CO,391.0,392.0,13.347006322270365,0.0093,4.282304828,444.48956
2534,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)=O,392.0,393.0,9.996315896121155,0.0043,4.368324082,444.48956
2535,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,394.0,394.0,5.599931777074506,0.0087,4.409442787,444.48956
2536,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CC#N,392.0,394.0,10.695483875876016,0.0185,4.404114998,444.48956
2537,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CN(C)C=O,395.0,396.0,2.9090194297596366,0.0293,4.414120626,444.48956
2538,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CS(C)=O,397.0,398.0,10.761750748687888,0.0426,4.426088147,444.48956
2539,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,C1CCCCC1,390.0,411.0,1.0399336540097184,0.0008,4.377597626,399.4925
2540,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,ClC(Cl)Cl,395.0,415.0,2.6382458978561676,0.0272,4.498944299,399.4925
2541,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,C1CCOC1,393.0,414.0,13.985148845260772,0.0015,4.506302044,399.4925
2542,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,CO,391.0,389.0,13.230064527431022,0.06057,4.456290101,399.4925
2543,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,CC(C)=O,393.0,387.0,3.281625981793951,0.022,4.516693991,399.4925
2544,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,CCO,391.0,410.0,5.458903908893456,0.02298,4.447282098,399.4925
2545,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,CC#N,394.0,389.0,6.687581610655819,0.0143,4.4954472,399.4925
2546,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,CN(C)C=O,398.0,389.0,6.587699883611611,0.0411,4.514308626,399.4925
2547,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,C1CCCCC1,389.0,417.0,7.271062085200362,0.0003,4.345883213,400.48056
2548,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,ClC(Cl)Cl,393.0,416.0,2.798527609468532,0.005,4.485068074,400.48056
2549,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,C1CCOC1,391.0,416.0,8.152952805657389,0.0009,4.482659241,400.48056
2550,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CO,370.0,388.0,9.065353557767834,0.00453,4.483744157,400.48056
2551,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CC(C)=O,390.0,388.0,4.764367075828454,0.00324,4.525239224,400.48056
2552,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CCO,371.0,388.0,4.698784506648081,0.01148,4.528325246,400.48056
2553,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CC#N,390.0,389.0,12.834437471827403,0.03832,4.458486764,400.48056
2554,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CN(C)C=O,391.0,415.0,7.209846348431589,0.03985,4.529122235,400.48056
2555,CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C1CCCCC1,340.0,416.0,10.808347522201336,6.8 %,5.57433303126378,710.74572
2556,CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],ClC(Cl)Cl,342.0,417.0,5.991268595464477,82.4 %,2.305432681262742,710.74572
2557,CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C1CCOC1,351.0,419.0,9.391934381087884,0.0052,4.597629379,710.74572
2558,CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CO,341.0,389.0,1.4311465984741916,0.0387,4.604377274,710.74572
2559,CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)=O,352.0,387.0,9.367501365525486,0.0012,4.619406411,710.74572
2560,CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,341.0,388.0,13.627517797251837,0.01364,4.589200943,710.74572
2561,CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CC#N,347.0,389.0,4.328543013360498,0.00153,4.642365581,710.74572
2562,CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CN(C)C=O,340.0,424.0,2.8049935285395504,0.00067,4.532053339,710.74572
2563,O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1,C1CCCCC1,368.0,418.0,7.52679927702175,0.0003,4.29609453,416.4358
2564,O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1,ClC(Cl)Cl,350.0,417.0,13.328565284082265,0.0061,4.367709922,416.4358
2565,O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1,C1CCOC1,349.0,418.0,8.504106020635259,0.00044,4.480423781,416.4358
2566,O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1,CO,348.0,389.0,3.9691563451251293,0.0334,4.467089899,416.4358
2567,O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1,CC(C)=O,364.0,387.0,11.649621377197207,0.0024,4.408511315,416.4358
2568,O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1,CCO,364.0,388.0,6.269927436022467,0.0363,4.501264716,416.4358
2569,O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1,CC#N,364.0,388.0,8.883002047825098,0.00168,4.47082195,416.4358
2570,O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1,CN(C)C=O,363.0,412.0,7.171465853855093,0.00369,4.458108821,416.4358
2571,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,C1CCCCC1,355.0,419.0,3.7255036829601065,13.0 %,3.7394823040837366,582.52768
2572,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,ClC(Cl)Cl,355.0,417.0,2.415070398701651,0.0029,4.63496067,582.52768
2573,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,C1CCOC1,372.0,416.0,6.10885832990562,0.00197,4.561232607,582.52768
2574,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,CO,369.0,389.0,5.4733761563285555,0.0153,4.621425566,582.52768
2575,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,CC(C)=O,371.0,388.0,13.97426266423054,0.0037,4.536974863,582.52768
2576,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,CCO,368.0,388.0,13.467245347805186,0.00796,4.60162548,582.52768
2577,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,CC#N,371.0,389.0,3.0532157857561737,0.00262,4.653289715,582.52768
2578,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,CN(C)C=O,267.0,409.0,11.23217984114623,0.00198,4.613757279,582.52768
2579,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCCCCC,330.0,363.0,9.741612278193996,0.00086,3.5774918,254.24516
2580,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C1CCCCC1,334.0,368.0,8.052283095921382,0.00083,3.379486814,254.24516
2581,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C1COCCO1,348.0,385.0,3.9404981583036642,0.00192,3.131618664,254.24516
2582,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Cc1ccccc1,347.0,385.0,8.830225530626214,0.00259,3.695306522,254.24516
2583,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],ClC(Cl)Cl,350.0,389.0,5.486107859210624,0.00018,3.839917776,254.24516
2584,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],ClCCl,352.0,393.0,6.708292217259017,0.00222,3.860158261,254.24516
2585,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCOC(C)=O,347.0,384.0,8.03243999621951,0.00539,3.744918542,254.24516
2586,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C1CCOC1,352.0,389.0,2.7260263852459294,0.00792,3.617000341,254.24516
2587,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)=O,352.0,401.0,6.821940689618943,0.00943,3.756560043,254.24516
2588,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CO,350.0,389.0,3.4885521485809354,0.01824,3.669688708,254.24516
2589,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,348.0,394.0,3.605493112561906,0.00248,3.869818208,254.24516
2590,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CC#N,352.0,399.0,5.778155304416983,0.00546,3.753965866,254.24516
2591,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CN(C)C=O,358.0,406.0,12.845028816306668,0.01845,3.842297134,254.24516
2592,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CS(C)=O,363.0,417.0,12.53056724841773,0.02991,3.808481057,254.24516
2593,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,C1CCCCC1,446.0,504.0,4.0,0.8,4.244585863611592,737.0584
