,Diameter (nm),Cell_type,Concentration (g/L),toxicity,Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
1245,42.9,68,0.018,1.3393,6,0,3,2,1,15,24,16,7,196.966569,2.54,2,1.07
1246,49.0,41,1.057853878070382e-07,59.119495,0,1,5,11,0,29,24,17,20,502.311426,2.658636363636364,5,1.14
1247,20.0,10,0.00067,93.388,33,0,9,3,3,11,48,19,5,107.8682,1.93,0,1.086666666666667
1248,100.0,23,0.5,9.913,0,1,5,3,3,11,24,7,7,107.8682,1.93,0,1.086666666666667
1249,30.0,73,5.190006869905383e-06,87.78523,16,1,5,10,0,29,72,17,20,231.5326,2.75,11,0.8525
1250,14.23,48,0.1,65.021,0,0,5,2,1,16,72,19,5,60.0843,2.926666666666666,18,0.54
1251,200.0,11,1.325423690439452e-10,88.0,0,0,5,2,0,41,24,10,16,240.797185,2.771428571428571,8,0.7683333333333334
1252,47.83,60,2.090419915724274e-08,100.0,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
1253,29.57,47,0.08,27.932,0,0,5,2,1,7,72,19,5,107.8682,1.93,0,1.086666666666667
1254,20.12,64,0.01,48.226,0,0,5,2,1,6,72,17,7,195.084,2.28,16,0.805
1255,29.57,47,0.02,9.6308,0,0,5,2,1,7,48,17,7,107.8682,1.93,0,1.086666666666667
1256,13.0,87,0.0327292392022346,9.763044,0,0,9,11,0,29,24,15,17,60.0843,2.926666666666666,18,0.54
1257,30.15,44,0.06,96.289,16,1,5,0,3,24,24,7,7,231.5326,2.75,11,0.8525
1258,46.3,30,1e-05,99.672,0,1,5,2,1,14,24,17,7,79.5454,2.67,10,0.82
1259,420.7,7,1.608361888737961e-11,119.31976,0,0,5,2,0,46,3,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1260,34.64,108,0.01,52.186,0,1,5,3,1,23,24,17,7,720.642,2.55,4,0.3
1261,24.59,6,0.06,16.6,0,0,5,2,1,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1262,20.0,44,0.025,79.291,0,1,5,0,3,24,24,7,7,60.0843,2.926666666666666,18,0.54
1263,20.0,59,0.05,85.911,0,0,9,3,1,9,48,7,7,107.8682,1.93,0,1.086666666666667
1264,4.0,100,0.05,78.288,0,0,5,2,1,5,2,17,7,12.0107,2.55,4,0.3
1265,30.0,88,0.025,107.73,27,0,9,11,1,1,48,16,7,231.5326,2.75,11,0.8525
1266,10.0,91,0.075,95.05,36,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
1267,155.0,6,1.733317715418069e-06,93.211006,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
1268,120.0,64,0.1,90.013,5,0,5,2,1,6,96,17,7,60.0843,2.926666666666666,18,0.54
1269,957.0,30,1.59880642016515e-15,99.20229125,0,1,5,0,0,38,12,14,15,231.5326,2.75,11,0.8525
1270,100.0,91,0.035,56.769,0,0,5,2,1,4,3,19,5,81.4084,2.545,20,0.88
1271,49.0,41,4.231415512281526e-07,38.490566,0,1,5,11,0,29,24,17,20,502.311426,2.658636363636364,5,1.14
1272,21.06,48,0.5,46.437,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
1273,8.0,87,8.368190415928485e-06,116.28438,0,0,9,11,0,29,24,23,20,40.3044,2.375,12,0.86
1274,18.0,70,0.0003,94.416,0,0,5,3,1,3,24,17,7,196.966569,2.54,2,1.07
1275,326.5,94,4.026077587644198e-12,98.82833,50,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
1276,5.0,48,0.00167,102.43,0,0,5,2,1,16,72,17,7,196.966569,2.54,2,1.07
1277,28.41,47,8.533090032105572e-08,33.377483,0,0,5,2,0,34,48,18,21,107.8682,1.93,0,1.086666666666667
1278,93.13,6,7.84306342109357e-06,11.919122,0,0,5,2,0,41,24,17,20,632.5663,2.586144578313253,4,0.3
1279,145.8,87,7.053159795596625e-11,93.7606835,32,0,9,11,0,29,4,14,15,231.5326,2.75,11,0.8525
1280,42.3,48,0.2,103.17,0,0,5,2,1,16,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1281,61.46,89,0.04,1.2121,0,0,12,0,1,12,96,16,7,196.966569,2.54,2,1.07
1282,28.2,6,0.02,45.217,0,0,5,2,1,17,24,11,0,79.5454,2.67,10,0.82
1283,361.4,87,7.421766059189711e-11,91.689825,28,0,9,11,0,29,72,14,15,231.5326,2.75,11,0.8525
1284,361.4,90,4.631182020934381e-12,38.41808,28,0,5,2,0,31,168,15,22,231.5326,2.75,11,0.8525
1285,28.0,20,9.322983618222381e-08,99.565216,0,0,13,2,0,42,24,18,21,101.9612772,2.708,1,0.675
1286,29.57,46,0.6,4.3546,0,0,5,5,1,21,48,17,7,107.8682,1.93,0,1.086666666666667
1287,90.0,22,0.01,79.17,0,0,5,2,1,8,24,7,7,107.8682,1.93,0,1.086666666666667
1288,50.0,41,3.982574428835274e-07,70.63291,0,1,5,11,0,29,24,17,20,502.311426,2.658636363636364,5,1.14
1289,80.0,44,0.05,85.921,0,1,5,0,3,24,24,7,7,79.8658,2.806666666666667,19,0.8516666666666667
1290,10.0,91,0.075,101.79,36,0,5,2,1,4,3,19,5,231.5326,2.75,11,0.8525
1291,165.0,5,8.19587540268056e-14,101.80375,0,0,5,2,0,45,24,18,21,81.4084,2.545,20,0.88
1292,10.0,88,0.001,95.315,0,0,9,11,1,1,24,15,6,60.0843,2.926666666666666,18,0.54
1293,15.0,59,0.02,91.67,16,0,9,3,1,9,24,17,7,840.749,2.55,4,0.3
1294,100.0,91,0.01,95.85,0,0,5,2,1,4,6,17,7,81.4084,2.545,20,0.88
1295,24.6,35,0.36,70.5,0,0,5,2,3,15,24,16,7,195.084,2.28,16,0.805
1296,60.0,70,0.0002,91.134,0,0,5,3,1,3,24,17,7,196.966569,2.54,2,1.07
1297,20.0,44,0.0125,83.582,0,1,5,0,3,24,24,7,7,60.0843,2.926666666666666,18,0.54
1298,27.1,46,0.075,6.1812,8,0,5,5,1,21,48,17,7,107.8682,1.93,0,1.086666666666667
1299,20.0,44,0.05,82.276,0,1,5,0,3,24,24,7,7,60.0843,2.926666666666666,18,0.54
1300,4.8,33,0.0005,100.0,8,0,5,2,1,17,48,5,0,195.084,2.28,16,0.805
1301,92.0,24,4.19198289774838e-12,84.01507,8,0,5,2,0,49,24,23,20,107.8682,1.93,0,1.086666666666667
1302,360.0,52,1.037592995676193e-07,96.0262,0,0,9,7,0,29,24,17,20,1526.45392,2.564830917874396,4,0.3
1303,38.0,29,5.456203106556183e-09,90.0,0,1,5,0,0,26,24,6,14,79.8658,2.806666666666667,19,0.8516666666666667
1304,39.2,30,0.001,97.03,0,1,5,2,1,14,12,17,7,40.3044,2.375,12,0.86
1305,20.0,78,0.0021,102.89,33,0,12,7,1,17,24,23,7,107.8682,1.93,0,1.086666666666667
1306,30.0,81,5.190006869905383e-07,125.0,45,1,10,0,0,26,12,4,9,231.5326,2.75,11,0.8525
1307,20.12,64,0.01,49.194,0,0,5,2,1,6,48,17,7,195.084,2.28,16,0.805
1308,20.0,37,1.0,31.471,0,0,5,3,4,17,48,17,7,81.4084,2.545,20,0.88
1309,36.0,6,3.003476197861912e-08,84.31279,0,0,5,2,0,41,24,17,20,231.5326,2.75,11,0.8525
1310,13.5,65,2.93078455103354e-07,79.00621,19,0,5,2,0,33,24,10,16,195.084,2.28,16,0.805
1311,50.0,5,0.008,74.169,0,0,5,2,1,21,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1312,26.0,57,4.531832531674185e-06,96.61489,0,0,5,2,2,40,48,17,20,502.311426,2.658636363636364,5,1.14
1313,29.57,47,0.04,45.833,0,0,5,2,1,7,48,19,5,107.8682,1.93,0,1.086666666666667
1314,21.06,6,0.05,67.494,0,0,5,2,1,17,24,17,7,60.0843,2.926666666666666,18,0.54
1315,437.0,83,1.077039594265044e-10,100.350876,25,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
1316,20.12,64,0.01,60.645,0,0,5,2,1,6,24,17,7,195.084,2.28,16,0.805
1317,15.84,22,0.0001,87.557,0,0,5,2,1,8,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1318,28.41,47,1.422181672017595e-07,60.7947,0,0,5,2,0,34,24,18,21,107.8682,1.93,0,1.086666666666667
1319,24.6,35,0.36,88.5,0,0,5,2,3,15,6,16,7,195.084,2.28,16,0.805
1320,957.0,30,1.59880642016515e-15,97.75281,0,1,5,0,0,38,24,17,20,231.5326,2.75,11,0.8525
1321,12.5,64,0.2,75.632,8,0,5,2,1,6,24,17,7,196.966569,2.54,2,1.07
1322,20.0,20,7.484819421573773e-07,61.351913,0,0,13,2,0,42,24,17,20,79.8658,2.806666666666667,19,0.8516666666666667
1323,30.6,104,0.0025,80.0,0,0,5,2,3,0,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1324,30.0,44,0.0125,79.964,0,1,5,0,3,24,24,7,7,79.8658,2.806666666666667,19,0.8516666666666667
1325,28.41,45,1.422181672017595e-06,3.4042554,0,0,5,5,0,45,72,3,9,107.8682,1.93,0,1.086666666666667
1326,30.0,93,2.612319e-06,97.8887513,27,0,5,2,0,33,24,15,12,261.2319,2.597272727272728,4,0.3
1327,13.0,10,0.002791,95.769,8,0,9,3,3,11,24,23,7,196.966569,2.54,2,1.07
1328,18.0,67,0.1,89.986,27,0,3,2,1,15,24,17,7,231.5326,2.75,11,0.8525
1329,114.0,39,0.005,100.0,37,0,5,2,1,15,24,25,7,231.5326,2.75,11,0.8525
1330,24.6,35,0.06,96.9,0,0,5,2,3,15,6,16,7,195.084,2.28,16,0.805
1331,20.0,10,0.0068,0.20661,33,0,9,3,3,11,48,19,5,107.8682,1.93,0,1.086666666666667
1332,239.0,30,2.92848391602728e-14,44.390324,0,1,5,0,0,38,12,14,15,79.5454,2.67,10,0.82
1333,30.0,6,0.02,84.241,0,0,5,2,1,17,24,7,7,79.5454,2.67,10,0.82
1334,165.0,5,8.195875402680561e-12,95.34369,0,0,5,2,0,45,6,18,21,81.4084,2.545,20,0.88
1335,188.0,6,2.239377567631966e-06,80.0,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
1336,24.0,6,0.0025,101.8,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1337,28.18,6,0.0590899706999999,95.67929,9,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
1338,27.17,6,0.0196966569,97.55011,9,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
1339,13.5,65,2.93078455103354e-07,99.79081,33,0,5,2,0,33,24,10,16,195.084,2.28,16,0.805
1340,38.0,29,1.091240621311237e-08,95.454544,0,1,5,0,0,26,24,10,16,79.8658,2.806666666666667,19,0.8516666666666667
1341,21.2,74,0.0098483284499999,99.688194,33,0,5,2,0,41,48,17,20,196.966569,2.54,2,1.07
1342,35.0,6,6.032843883843243e-11,82.10526,8,0,5,2,0,41,48,6,14,196.966569,2.54,2,1.07
1343,65.0,6,0.05,74.286,0,0,5,2,1,17,48,17,7,107.8682,1.93,0,1.086666666666667
1344,30.0,6,0.0005,109.73,0,0,5,2,1,17,24,7,7,79.5454,2.67,10,0.82
1345,60.21,8,0.0025,96.811,0,0,9,7,1,4,24,7,7,81.4084,2.545,20,0.88
1346,200.0,11,1.1874658827624e-09,68.46939,0,0,5,2,0,41,72,10,16,240.797185,2.771428571428571,8,0.7683333333333334
1347,326.5,94,4.026077587644198e-10,85.534355,50,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
1348,10.0,91,0.01,89.109,36,0,5,2,1,4,24,17,7,231.5326,2.75,11,0.8525
1349,21.8,44,0.01,80.208,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
1350,160.5,7,5.79303557000731e-10,132.0,0,0,5,2,0,46,6,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1351,100.0,47,4.402532261657903e-08,2.142857,0,0,5,2,0,34,24,1,16,107.8682,1.93,0,1.086666666666667
1352,5.0,44,0.004,73.237,8,1,5,0,3,24,24,7,7,195.084,2.28,16,0.805
1353,20.3,59,0.1,103.06,0,0,9,3,1,9,24,17,7,172.1148,2.666666666666667,7,1.08
1354,260.0,52,2.754320596624288e-07,93.93013,22,0,9,7,0,29,24,17,20,1526.45392,2.564830917874396,4,0.3
1355,30.0,70,1.044902e-05,92.916664,52,0,5,3,0,30,24,17,20,208.9804,2.02,3,1.035
1356,40.0,22,7.190800154934846e-08,5.9895434,51,0,5,2,0,35,48,9,9,81.4084,2.545,20,0.88
1357,15.0,59,0.02,92.25,16,0,9,3,1,9,24,19,5,840.749,2.55,4,0.3
1358,8.0,18,0.8140839999999999,24.806202,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
1359,33.0,90,7.954540000000001e-06,32.006794,0,0,5,2,0,31,48,16,20,79.5454,2.67,10,0.82
1360,94.5,58,0.005,94.712,0,0,5,2,3,17,24,17,7,81.4084,2.545,20,0.88
1361,50.0,32,0.1,70.574,11,0,5,3,1,21,48,16,7,107.8682,1.93,0,1.086666666666667
1362,28.33,110,0.05,74.783,0,1,9,3,1,21,48,17,7,231.5326,2.75,11,0.8525
1363,145.8,90,1.130314069807151e-09,39.943905,32,0,5,2,0,31,24,15,22,231.5326,2.75,11,0.8525
1364,50.0,6,0.0125,97.007,10,0,5,2,1,17,48,16,7,107.8682,1.93,0,1.086666666666667
1365,28.41,45,7.110908360087976e-08,65.106384,0,0,5,5,0,45,24,3,9,107.8682,1.93,0,1.086666666666667
1366,28.41,45,1.137745337614076e-06,9.568107,0,0,5,5,0,45,24,17,20,107.8682,1.93,0,1.086666666666667
1367,10.0,61,8.160616946704727e-08,99.09677,0,0,5,2,0,35,48,9,9,107.8682,1.93,0,1.086666666666667
1368,112.0,22,1.310276996161598e-09,81.052635,0,0,5,2,0,35,24,14,15,81.4084,2.545,20,0.88
1369,30.0,6,0.03,2.9183,0,0,5,2,1,17,48,7,7,79.5454,2.67,10,0.82
1370,240.0,112,2.600771792799099e-09,87.08861,0,1,5,2,0,41,24,22,16,60.0843,2.926666666666666,18,0.54
1371,7.5,48,7.73009779824707e-08,11.70731000000001,0,0,5,2,0,40,28,14,15,107.8682,1.93,0,1.086666666666667
1372,11.0,87,2.200907562956266e-07,136.3089,0,0,9,11,0,29,24,23,20,81.4084,2.545,20,0.88
1373,2.5,22,0.00326539875,114.296875,35,0,5,2,0,35,24,17,20,261.2319,2.597272727272728,4,0.3
1374,21.0,7,0.1,118.46,0,0,5,2,1,22,24,16,7,79.8658,2.806666666666667,19,0.8516666666666667
1375,37.0,93,6.5307975e-06,97.9251122,27,0,5,2,0,33,24,15,12,261.2319,2.597272727272728,4,0.3
1376,33.69,16,0.2,137.68,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
1377,10.0,94,0.003125,101.11,27,0,5,2,1,18,48,16,7,231.5326,2.75,11,0.8525
1378,21.2,6,0.0590899706999999,96.8,33,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
1379,145.8,87,1.412892587258939e-10,95.042735,32,0,9,11,0,29,4,14,15,231.5326,2.75,11,0.8525
1380,21.2,74,0.1378765983,100.489975,33,0,5,2,0,41,48,17,20,196.966569,2.54,2,1.07
1381,52.51,6,0.05,48.0,0,0,5,2,1,17,24,17,7,79.5454,2.67,10,0.82
1382,30.29,15,0.08,67.308,16,0,12,3,1,5,24,19,5,720.642,2.55,4,0.3
1383,215.0,70,0.0003,90.355,0,0,5,3,1,3,24,17,7,196.966569,2.54,2,1.07
1384,21.0,88,0.005,98.923,0,0,9,11,1,1,24,23,7,12.0107,2.55,4,0.3
1385,60.0,90,8.140839999999999e-05,98.37004,0,0,5,2,0,31,48,15,12,81.4084,2.545,20,0.88
1386,10.0,91,0.1,100.99,36,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
1387,639.0,30,1.763821445214679e-16,96.62921,0,1,5,0,0,38,12,17,20,81.4084,2.545,20,0.88
1388,100.33,76,0.05,34.467,0,0,9,3,3,11,72,17,7,60.0843,2.926666666666666,18,0.54
1389,270.0,88,0.01,86.005,8,0,9,11,1,1,48,15,1,196.966569,2.54,2,1.07
1390,10.9,91,0.005,96.058,26,0,5,2,1,4,24,17,7,231.5326,2.75,11,0.8525
1391,88.5,6,1.168783423773078e-08,77.01863,0,0,5,2,0,41,3,18,21,143.0914,2.413333333333334,10,0.82
1392,7.0,82,0.015,83.072,8,1,5,6,1,2,24,17,7,196.966569,2.54,2,1.07
1393,46.8,30,0.001,95.738,0,1,5,2,1,14,24,17,7,231.5326,2.75,11,0.8525
1394,50.0,32,0.1,50.639,8,0,5,3,1,21,24,16,7,107.8682,1.93,0,1.086666666666667
1395,143.67,6,1.068135292089713e-05,0.098288834,0,0,5,2,0,41,24,17,20,632.5663,2.586144578313253,4,0.3
1396,29.57,46,0.2,28.315,0,0,5,5,1,21,48,19,5,107.8682,1.93,0,1.086666666666667
1397,7.5,48,3.865048899123536e-07,8.664321,0,0,5,2,0,40,28,17,20,107.8682,1.93,0,1.086666666666667
1398,40.0,55,0.02,54.0,0,0,5,6,1,4,12,17,7,1526.45392,2.564830917874396,4,0.3
1399,361.4,87,4.631182020934381e-12,92.61364,28,0,9,11,0,29,120,15,22,231.5326,2.75,11,0.8525
1400,160.5,7,2.896517785003655e-10,108.0,0,0,5,2,0,46,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1401,13.5,47,5.861569102067081e-07,91.89189,33,0,5,2,0,34,48,10,16,195.084,2.28,16,0.805
1402,12.5,64,0.05,50.356,18,0,5,2,1,6,48,12,4,195.084,2.28,16,0.805
1403,44.3,33,0.01,101.21,8,0,5,2,1,17,48,5,0,195.084,2.28,16,0.805
1404,13.5,28,0.002315326,84.520706,0,0,5,2,0,32,48,16,20,231.5326,2.75,11,0.8525
1405,115.0,44,1.5021075e-07,99.8255736,0,1,5,0,2,48,96,14,15,60.0843,2.926666666666666,18,0.54
1406,27.17,74,0.0196966569,102.62806,9,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
1407,420.7,7,1.206271416553471e-10,127.4807,0,0,5,2,0,46,6,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1408,4.0,14,0.02,113.14,0,0,5,2,1,16,2,17,7,12.0107,2.55,4,0.3
1409,22.0,36,0.01,58.779,0,0,5,2,1,7,24,17,7,74.69279999999999,2.675,15,0.74
1410,29.57,46,1.0,9.4868,0,0,5,5,1,21,72,17,7,107.8682,1.93,0,1.086666666666667
1411,199.89,76,0.2,24.878,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
1412,18.0,67,0.3,115.09,16,0,3,2,1,15,24,17,7,231.5326,2.75,11,0.8525
1413,82.73,99,0.000625,85.752,23,0,5,10,1,2,48,5,0,107.8682,1.93,0,1.086666666666667
1414,9.0,88,0.01,84.224,0,0,9,11,1,1,48,15,1,60.0843,2.926666666666666,18,0.54
1415,28.33,110,0.1,80.0,0,1,9,3,1,21,6,17,7,231.5326,2.75,11,0.8525
1416,88.5,85,1.129886539051926e-10,93.1217,0,0,5,7,0,29,24,18,21,143.0914,2.413333333333334,10,0.82
1417,12.5,50,0.025,79.426,18,0,5,3,1,17,24,12,4,195.084,2.28,16,0.805
1418,30.0,81,5.190006869905383e-06,64.980354,45,1,10,0,0,26,144,4,9,231.5326,2.75,11,0.8525
1419,199.89,76,0.1,32.683,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
1420,4.0,100,0.1,102.92,0,0,5,2,1,5,2,17,7,12.0107,2.55,4,0.3
1421,21.0,7,0.04,132.0,0,0,5,2,1,22,6,16,7,79.8658,2.806666666666667,19,0.8516666666666667
1422,23.0,6,0.01,56.477,0,0,5,2,1,17,24,17,7,79.5454,2.67,10,0.82
1423,3.0,34,0.0095610999999999,97.88231,0,0,5,2,2,39,48,23,20,95.61099999999999,2.24,10,0.82
1424,46.8,30,0.0001,92.787,0,1,5,2,1,14,24,17,7,231.5326,2.75,11,0.8525
1425,46.8,30,0.001,100.33,0,1,5,2,1,14,12,17,7,231.5326,2.75,11,0.8525
1426,12.0,2,0.6,38.93,0,0,9,3,3,11,24,17,7,40.3044,2.375,12,0.86
1427,35.0,6,4.189753145603979e-07,68.59472,0,0,5,2,0,41,4,24,20,79.8658,2.806666666666667,19,0.8516666666666667
1428,150.0,25,2.158652437067873e-11,90.97744,0,1,5,3,0,45,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1429,30.0,87,9.786087107460694e-19,8.005127,0,0,9,11,0,29,24,15,12,58.933195,1.88,8,0.7683333333333334
1430,4.0,18,0.0814083999999999,62.23176,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
1431,30.15,44,0.12,92.579,16,1,5,0,3,24,24,7,7,231.5326,2.75,11,0.8525
1432,1.5,103,1e-05,87.616,24,0,5,14,3,11,24,15,8,196.966569,2.54,2,1.07
1433,42.3,48,0.025,90.794,0,0,5,2,1,16,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1434,20.0,47,1.044902e-05,48.040874,25,0,5,2,0,34,48,15,12,208.9804,2.02,3,1.035
1435,92.0,24,1.257594869324514e-10,41.72621,8,0,5,2,0,49,24,23,20,107.8682,1.93,0,1.086666666666667
1436,56.7,44,0.02,84.167,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
1437,25.0,44,1.5021075e-09,103.414635,0,1,5,0,2,48,48,4,9,60.0843,2.926666666666666,18,0.54
1438,17.0,56,0.01348,27.621,0,1,5,2,1,21,24,16,7,107.8682,1.93,0,1.086666666666667
1439,30.0,87,9.786087107460695e-20,5.882353,0,0,9,11,0,29,96,15,12,58.933195,1.88,8,0.7683333333333334
1440,29.57,47,0.02,31.448,0,0,5,2,1,7,48,5,0,107.8682,1.93,0,1.086666666666667
1441,11.69,51,5.72731585708328e-06,90.582959,0,0,5,14,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
1442,361.4,87,7.421766059189711e-11,107.93651,28,0,9,11,0,29,72,9,9,231.5326,2.75,11,0.8525
1443,29.57,46,0.1,41.756,0,0,5,5,1,21,24,19,5,107.8682,1.93,0,1.086666666666667
1444,10.9,91,0.05,104.04,26,0,5,2,1,4,24,19,5,231.5326,2.75,11,0.8525
1445,4.0,50,0.4,41.951,33,0,5,3,1,17,72,12,4,195.084,2.28,16,0.805
1446,188.0,6,2.668176112667049e-06,80.0,0,0,5,2,0,41,4,18,21,1526.45392,2.564830917874396,4,0.3
1447,375.4,83,1.698999203365478e-10,94.03509,34,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
1448,155.0,6,4.750650501325028e-06,50.0,0,0,5,2,0,41,4,18,21,1526.45392,2.564830917874396,4,0.3
1449,361.4,90,7.421766059189711e-11,0.0,28,0,5,2,0,31,168,15,22,231.5326,2.75,11,0.8525
1450,20.0,70,1.044902e-06,91.76471,27,0,5,3,0,30,24,15,12,208.9804,2.02,3,1.035
1451,361.4,87,1.855441514797428e-11,82.954544,28,0,9,11,0,29,72,15,22,231.5326,2.75,11,0.8525
1452,75.0,63,1.363588770120978e-08,95.502396,0,1,5,6,0,29,3,17,20,81.4084,2.545,20,0.88
1453,21.7,44,3.93933138e-06,96.98729,27,1,5,0,2,48,24,17,20,196.966569,2.54,2,1.07
1454,40.0,22,3.595400077467423e-09,96.53802,51,0,5,2,0,35,48,9,9,81.4084,2.545,20,0.88
1455,274.1,94,3.402315585404808e-12,93.43434,49,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
1456,145.8,90,2.825785174517878e-10,49.74576,32,0,5,2,0,31,72,14,15,231.5326,2.75,11,0.8525
1457,30.0,15,0.2,71.338,16,0,12,3,1,5,24,19,5,720.642,2.55,4,0.3
1458,27.1,46,0.1,7.8863,8,0,5,5,1,21,48,17,7,107.8682,1.93,0,1.086666666666667
1459,141.0,92,0.01,92.356,0,0,11,3,1,10,6,17,7,81.4084,2.545,20,0.88
1460,18.76,8,0.0025,90.807,0,0,9,7,1,4,24,7,7,81.4084,2.545,20,0.88
1461,60.0,61,1.511225360500875e-10,89.80645,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
1462,4.0,64,0.1,89.486,33,0,5,2,1,6,24,12,4,195.084,2.28,16,0.805
1463,33.0,90,0.0007954539999999,89.75169,0,0,5,2,0,31,48,15,12,79.5454,2.67,10,0.82
1464,12.5,50,0.2,23.206,18,0,5,3,1,17,72,12,4,195.084,2.28,16,0.805
1465,55.8,46,0.02,70.0,0,0,5,5,1,21,24,17,7,79.5454,2.67,10,0.82
1466,10.0,88,0.05,2.921,32,0,9,11,1,1,48,16,7,231.5326,2.75,11,0.8525
1467,100.0,91,0.025,65.066,0,0,5,2,1,4,3,19,5,81.4084,2.545,20,0.88
1468,30.0,53,0.02,67.308,0,0,9,7,1,1,24,16,7,107.8682,1.93,0,1.086666666666667
1469,239.0,30,5.996465006486421e-11,96.62921,0,1,5,0,0,38,12,17,20,101.9612772,2.708,1,0.675
1470,42.5,30,0.05,98.355,0,1,5,2,1,14,12,17,7,231.5326,2.75,11,0.8525
1471,18.4,94,1.124729878072519e-07,93.93939,27,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
1472,141.0,92,0.0125,61.083,0,0,11,3,1,10,24,17,7,81.4084,2.545,20,0.88
1473,28.41,45,7.110908360087976e-08,60.199337,0,0,5,5,0,45,24,17,20,107.8682,1.93,0,1.086666666666667
1474,7.5,48,2.319029339474121e-08,97.50804,0,0,5,2,0,40,28,3,9,107.8682,1.93,0,1.086666666666667
1475,47.83,51,1.672335932579419e-07,90.134529,0,0,5,14,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
1476,65.17,6,0.01,38.116,0,0,5,2,1,17,24,17,7,58.6934,1.91,15,0.74
1477,40.44,8,0.01,85.741,0,0,9,7,1,4,24,7,7,81.4084,2.545,20,0.88
1478,29.57,46,1.0,22.939,0,0,5,5,1,21,48,19,5,107.8682,1.93,0,1.086666666666667
1479,50.0,6,0.0125,96.675,10,0,5,2,1,17,24,16,7,107.8682,1.93,0,1.086666666666667
1480,8.0,18,0.0814083999999999,68.21706,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
1481,13.5,50,1.172313820413416e-06,38.950115,19,0,5,3,0,41,48,10,16,195.084,2.28,16,0.805
1482,100.33,48,0.5,64.477,0,0,5,2,1,16,24,17,7,60.0843,2.926666666666666,18,0.54
1483,21.7,83,1.96966569e-05,92.24696,27,0,12,4,0,25,24,17,20,196.966569,2.54,2,1.07
1484,29.57,47,0.04,61.798,0,0,5,2,1,7,24,17,7,107.8682,1.93,0,1.086666666666667
1485,13.5,65,4.689255281653665e-06,17.888199,19,0,5,2,0,33,48,10,16,195.084,2.28,16,0.805
1486,14.5,54,0.0015,99.13,8,0,5,6,1,2,24,17,7,196.966569,2.54,2,1.07
1487,5.3,83,2.612319e-07,64.64042,42,0,12,4,0,25,7,6,14,261.2319,2.597272727272728,4,0.3
1488,639.0,30,1.763821445214679e-15,94.6970153,0,1,5,0,0,38,24,14,15,81.4084,2.545,20,0.88
1489,22.83,48,0.005,66.202,0,0,5,2,1,16,24,19,5,79.5454,2.67,10,0.82
1490,22.0,36,0.002,84.339,0,0,5,2,1,7,24,19,5,74.69279999999999,2.675,15,0.74
1491,88.5,6,1.091147106858293e-10,101.86336,0,0,5,2,0,41,24,17,20,143.0914,2.413333333333334,10,0.82
1492,46.3,30,0.05,16.172,0,1,5,2,1,14,12,17,7,79.5454,2.67,10,0.82
